% {"col_measures": ["predictive_accuracy", "runtime", "missclassification_rate", "predictive_accuracy_loss", "predictive_accuracy_loss_normalized"], "col_parameters": ["algorithm", "representation", "stopword_remover", "stemmer", "sparsity", "feature_selection"]}
@RELATION text_classification

@ATTRIBUTE algorithm {knn, ranger, JRip, svmLinear2, J48, nnet, lda, C5.0Tree}
@ATTRIBUTE representation {Td-idf, freq}
@ATTRIBUTE stopword_remover {none, default, smart}
@ATTRIBUTE stemmer {none, porter}
@ATTRIBUTE sparsity NUMERIC
@ATTRIBUTE feature_selection {none, '> 0'}
@ATTRIBUTE dataset {n1, n10, n11, n12, n13, n14, n15, n16, n17, n18, n19, n2, n20, n21, n22, n23, n3, n4, n5, n6, n7, n8, n9, o1, o10, o11, o12, o13, o14, o15, o16, o17, o18, o19, o2, o20, o21, o22, o3, o4, o5, o6, o7, o8, o9, r1, r2, r3, r4, r5}
@ATTRIBUTE predictive_accuracy NUMERIC
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE missclassification_rate NUMERIC
@ATTRIBUTE predictive_accuracy_loss NUMERIC
@ATTRIBUTE predictive_accuracy_loss_normalized NUMERIC

@DATA
C5.0Tree,Td-idf,none,none,0.99,none,n17,0.912525044,77.6,0.08747495599999999,0.06407406500000001,inf
JRip,Td-idf,none,none,0.99,none,n17,0.90387131,87.09,0.09612869000000002,0.07272779900000004,inf
knn,Td-idf,default,none,0.99,'> 0',n17,0.883024523,64.9099999999993,0.116975477,0.09357458600000002,inf
lda,Td-idf,default,none,0.99,'> 0',n17,0.9119951820000001,40.0899999999993,0.08800481799999993,0.06460392699999995,inf
J48,Td-idf,default,none,0.99,'> 0',n17,0.903368354,42.1499999999993,0.09663164599999996,0.07323075499999998,inf
ranger,Td-idf,default,none,0.99,'> 0',n17,0.955746113,44.689999999999294,0.04425388699999999,0.020852996000000013,inf
svmLinear2,Td-idf,default,none,0.99,'> 0',n17,0.962352839,36.4699999999993,0.037647160999999985,0.014246270000000005,inf
nnet,Td-idf,default,none,0.99,'> 0',n17,0.9659138890000001,40.9599999999993,0.03408611099999992,0.01068521999999994,inf
C5.0Tree,Td-idf,default,none,0.99,'> 0',n17,0.904384614,58.12999999999929,0.09561538599999997,0.07221449499999999,inf
JRip,Td-idf,default,none,0.99,'> 0',n17,0.909457636,58.679999999999296,0.09054236400000004,0.06714147300000006,inf
knn,Td-idf,default,none,0.98,none,n17,0.8397899999999999,42.849999999999206,0.16021000000000007,0.1368091090000001,inf
lda,Td-idf,default,none,0.98,none,n17,0.930308562,19.3399999999992,0.069691438,0.046290547000000015,inf
J48,Td-idf,default,none,0.98,none,n17,0.9013306590000001,22.1999999999992,0.09866934099999991,0.07526844999999993,inf
ranger,Td-idf,default,none,0.98,none,n17,0.9542175829999999,26.279999999999198,0.045782417000000075,0.022381526000000096,inf
svmLinear2,Td-idf,default,none,0.98,none,n17,0.930312702,17.619999999999198,0.06968729799999995,0.046286406999999974,inf
nnet,Td-idf,default,none,0.98,none,n17,0.9532106370000001,21.229999999999198,0.04678936299999992,0.023388471999999938,inf
C5.0Tree,Td-idf,default,none,0.98,none,n17,0.90895468,37.1599999999992,0.09104531999999999,0.067644429,inf
JRip,Td-idf,default,none,0.98,none,n17,0.910470791,34.6399999999992,0.08952920900000005,0.06612831800000007,inf
knn,Td-idf,default,none,0.98,'> 0',n17,0.8957360540000001,37.3400000000005,0.10426394599999989,0.0808630549999999,inf
lda,Td-idf,default,none,0.98,'> 0',n17,0.9374316970000001,19.9300000000005,0.06256830299999994,0.03916741199999996,inf
J48,Td-idf,default,none,0.98,'> 0',n17,0.9018439640000001,21.600000000000502,0.09815603599999989,0.07475514499999991,inf
ranger,Td-idf,default,none,0.98,'> 0',n17,0.954219653,27.0100000000005,0.045780347,0.02237945600000002,inf
svmLinear2,Td-idf,default,none,0.98,'> 0',n17,0.945572128,19.280000000000502,0.05442787199999999,0.03102698100000001,inf
nnet,Td-idf,default,none,0.98,'> 0',n17,0.9633753079999999,19.8400000000005,0.03662469200000007,0.01322380100000009,inf
C5.0Tree,Td-idf,default,none,0.98,'> 0',n17,0.9059090040000001,33.0700000000005,0.09409099599999993,0.07069010499999995,inf
JRip,Td-idf,default,none,0.98,'> 0',n17,0.9074209759999999,27.8000000000005,0.09257902400000007,0.06917813300000009,inf
knn,Td-idf,default,porter,0.99,none,n17,0.809276323,88.78000000000071,0.19072367700000004,0.16732278600000006,inf
lda,Td-idf,default,porter,0.99,none,n17,0.614443106,66.61000000000071,0.38555689400000004,0.36215600300000006,inf
J48,Td-idf,default,porter,0.99,none,n17,0.922161923,56.140000000000704,0.077838077,0.054437186000000026,inf
ranger,Td-idf,default,porter,0.99,none,n17,0.962866143,44.44000000000071,0.03713385700000005,0.013732966000000069,inf
svmLinear2,Td-idf,default,porter,0.99,none,n17,0.967957793,46.83000000000071,0.032042207000000045,0.008641316000000066,inf
nnet,Td-idf,default,porter,0.99,none,n17,0.972540278,52.0400000000007,0.02745972200000002,0.0040588310000000405,inf
C5.0Tree,Td-idf,default,porter,0.99,none,n17,0.9226731570000001,75.2700000000007,0.07732684299999992,0.053925951999999944,inf
JRip,Td-idf,default,porter,0.99,none,n17,0.913020756,85.2000000000007,0.08697924400000001,0.06357835300000003,inf
knn,Td-idf,default,porter,0.99,'> 0',n17,0.9099812890000001,50.1399999999995,0.09001871099999992,0.06661781999999994,inf
lda,Td-idf,default,porter,0.99,'> 0',n17,0.9394735320000001,33.8999999999995,0.060526467999999944,0.037125576999999965,inf
J48,Td-idf,default,porter,0.99,'> 0',n17,0.925722973,35.7699999999995,0.07427702700000005,0.05087613600000007,inf
ranger,Td-idf,default,porter,0.99,'> 0',n17,0.960831553,39.8999999999995,0.039168446999999995,0.015767556000000016,inf
svmLinear2,Td-idf,default,porter,0.99,'> 0',n17,0.954731923,33.1899999999995,0.04526807700000002,0.02186718600000004,inf
nnet,Td-idf,default,porter,0.99,'> 0',n17,0.9654233520000001,33.8399999999995,0.03457664799999993,0.011175756999999953,inf
C5.0Tree,Td-idf,default,porter,0.99,'> 0',n17,0.926748547,45.9999999999995,0.07325145300000002,0.04985056200000004,inf
JRip,Td-idf,default,porter,0.99,'> 0',n17,0.917085796,44.1499999999995,0.08291420400000005,0.05951331300000007,inf
knn,Td-idf,default,porter,0.98,none,n17,0.842341,52.5300000000004,0.157659,0.13425810900000001,inf
lda,Td-idf,default,porter,0.98,none,n17,0.925732287,28.2400000000004,0.07426771300000001,0.050866822000000034,inf
J48,Td-idf,default,porter,0.98,none,n17,0.9196202370000001,30.6700000000004,0.08037976299999994,0.05697887199999996,inf
ranger,Td-idf,default,porter,0.98,none,n17,0.9623590479999999,33.5300000000004,0.03764095200000006,0.014240061000000082,inf
svmLinear2,Td-idf,default,porter,0.98,none,n17,0.957268433,27.0000000000004,0.042731567000000026,0.019330676000000047,inf
nnet,Td-idf,default,porter,0.98,none,n17,0.9643977779999999,30.7700000000004,0.03560222200000007,0.012201331000000093,inf
C5.0Tree,Td-idf,default,porter,0.98,none,n17,0.924704643,46.2500000000004,0.07529535700000001,0.05189446600000003,inf
JRip,Td-idf,default,porter,0.98,none,n17,0.915559336,46.1900000000004,0.08444066400000005,0.061039773000000075,inf
knn,Td-idf,default,porter,0.98,'> 0',n17,0.906925265,46.6700000000011,0.09307473499999996,0.06967384399999998,inf
lda,Td-idf,default,porter,0.98,'> 0',n17,0.9486250479999999,27.690000000001103,0.051374952000000085,0.027974061000000106,inf
J48,Td-idf,default,porter,0.98,'> 0',n17,0.917583578,29.710000000001102,0.08241642199999999,0.05901553100000001,inf
ranger,Td-idf,default,porter,0.98,'> 0',n17,0.958795928,34.4300000000011,0.04120407199999998,0.017803181,inf
svmLinear2,Td-idf,default,porter,0.98,'> 0',n17,0.956253208,27.4700000000011,0.04374679199999998,0.020345901,inf
nnet,Td-idf,default,porter,0.98,'> 0',n17,0.963887578,28.7200000000011,0.03611242199999998,0.012711530999999998,inf
C5.0Tree,Td-idf,default,porter,0.98,'> 0',n17,0.925724008,42.1100000000011,0.07427599200000001,0.050875101000000034,inf
JRip,Td-idf,default,porter,0.98,'> 0',n17,0.90743236,37.8000000000011,0.09256763999999995,0.06916674899999997,inf
knn,Td-idf,smart,none,0.99,none,n17,0.799610468,77.92000000000071,0.20038953199999998,0.176988641,inf
lda,Td-idf,smart,none,0.99,none,n17,0.7446734309999999,54.91000000000071,0.25532656900000006,0.23192567800000008,inf
J48,Td-idf,smart,none,0.99,none,n17,0.9120179490000001,46.390000000000704,0.0879820509999999,0.06458115999999992,inf
ranger,Td-idf,smart,none,0.99,none,n17,0.956250103,41.6600000000007,0.04374989699999998,0.020349006000000003,inf
svmLinear2,Td-idf,smart,none,0.99,none,n17,0.964389499,38.7700000000007,0.03561050099999996,0.012209609999999982,inf
nnet,Td-idf,smart,none,0.99,none,n17,0.9725361379999999,32.5100000000007,0.02746386200000006,0.004062971000000082,inf
C5.0Tree,Td-idf,smart,none,0.99,none,n17,0.911504645,65.3700000000007,0.08849535500000005,0.06509446400000007,inf
JRip,Td-idf,smart,none,0.99,none,n17,0.90488343,69.2700000000007,0.09511656999999996,0.07171567899999998,inf
knn,Td-idf,smart,none,0.99,'> 0',n17,0.877421638,57.4299999999997,0.12257836200000005,0.09917747100000007,inf
lda,Td-idf,smart,none,0.99,'> 0',n17,0.925725043,34.5999999999997,0.07427495699999997,0.050874065999999996,inf
J48,Td-idf,smart,none,0.99,'> 0',n17,0.905408118,36.269999999999705,0.09459188200000002,0.07119099100000004,inf
ranger,Td-idf,smart,none,0.99,'> 0',n17,0.953705314,42.7799999999997,0.046294685999999974,0.022893794999999995,inf
svmLinear2,Td-idf,smart,none,0.99,'> 0',n17,0.9638803340000001,32.5399999999997,0.03611966599999994,0.01271877499999996,inf
nnet,Td-idf,smart,none,0.99,'> 0',n17,0.976599109,38.129999999999704,0.02340089099999998,0.0,?
C5.0Tree,Td-idf,smart,none,0.99,'> 0',n17,0.909979219,51.25999999999971,0.090020781,0.06661989000000001,inf
JRip,Td-idf,smart,none,0.99,'> 0',n17,0.9145482509999999,46.8199999999997,0.08545174900000008,0.0620508580000001,inf
knn,Td-idf,smart,none,0.98,none,n17,0.835204411,37.6299999999998,0.16479558900000002,0.14139469800000004,inf
lda,Td-idf,smart,none,0.98,none,n17,0.9435365029999999,18.1299999999998,0.056463497000000085,0.033062606000000105,inf
J48,Td-idf,smart,none,0.98,none,n17,0.9104904540000001,19.8699999999998,0.08950954599999994,0.06610865499999996,inf
ranger,Td-idf,smart,none,0.98,none,n17,0.951672793,26.2699999999998,0.04832720700000004,0.02492631600000006,inf
svmLinear2,Td-idf,smart,none,0.98,none,n17,0.9369194279999999,17.7499999999998,0.06308057200000006,0.03967968100000008,inf
nnet,Td-idf,smart,none,0.98,none,n17,0.956764443,20.2099999999998,0.043235557000000036,0.019834666000000056,inf
C5.0Tree,Td-idf,smart,none,0.98,none,n17,0.911505679,32.7499999999998,0.08849432099999999,0.06509343000000001,inf
JRip,Td-idf,smart,none,0.98,none,n17,0.9074209759999999,27.1099999999998,0.09257902400000007,0.06917813300000009,inf
knn,Td-idf,none,none,0.99,'> 0',n17,0.892184318,70.92,0.10781568200000002,0.08441479100000004,inf
lda,Td-idf,none,none,0.99,'> 0',n17,0.902835387,46.29,0.09716461300000001,0.07376372200000003,inf
J48,Td-idf,none,none,0.99,'> 0',n17,0.90539777,46.19,0.09460223000000001,0.07120133900000003,inf
ranger,Td-idf,none,none,0.99,'> 0',n17,0.952695263,44.41,0.04730473700000004,0.023903846000000062,inf
svmLinear2,Td-idf,none,none,0.99,'> 0',n17,0.960829484,38.68,0.03917051599999999,0.01576962500000001,inf
nnet,Td-idf,none,none,0.99,'> 0',n17,0.9689688790000001,37.14,0.03103112099999994,0.00763022999999996,inf
C5.0Tree,Td-idf,none,none,0.99,'> 0',n17,0.9110006540000001,63.9,0.08899934599999992,0.06559845499999994,inf
JRip,Td-idf,none,none,0.99,'> 0',n17,0.897269758,60.19,0.10273024200000003,0.07932935100000005,inf
knn,Td-idf,smart,none,0.98,'> 0',n17,0.887077145,31.770000000001396,0.11292285499999999,0.08952196400000001,inf
lda,Td-idf,smart,none,0.98,'> 0',n17,0.9491321429999999,18.1000000000014,0.05086785700000007,0.027466966000000093,inf
J48,Td-idf,smart,none,0.98,'> 0',n17,0.9059152140000001,20.3000000000014,0.09408478599999992,0.07068389499999994,inf
ranger,Td-idf,smart,none,0.98,'> 0',n17,0.948620908,25.370000000001397,0.051379092000000015,0.027978201000000036,inf
svmLinear2,Td-idf,smart,none,0.98,'> 0',n17,0.943534433,18.170000000001398,0.05646556700000005,0.03306467600000007,inf
nnet,Td-idf,smart,none,0.98,'> 0',n17,0.952186098,16.920000000001398,0.04781390200000002,0.02441301100000004,inf
C5.0Tree,Td-idf,smart,none,0.98,'> 0',n17,0.9089670990000001,28.770000000001396,0.09103290099999994,0.06763200999999996,inf
JRip,Td-idf,smart,none,0.98,'> 0',n17,0.8997917809999999,24.4000000000014,0.1002082190000001,0.07680732800000012,inf
knn,Td-idf,smart,porter,0.99,none,n17,0.808763019,82.07000000000029,0.19123698099999997,0.16783609,inf
lda,Td-idf,smart,porter,0.99,none,n17,0.7762106120000001,60.510000000000296,0.22378938799999992,0.20038849699999994,inf
J48,Td-idf,smart,porter,0.99,none,n17,0.930810483,51.0700000000003,0.06918951699999998,0.045788626,inf
ranger,Td-idf,smart,porter,0.99,none,n17,0.962866143,45.810000000000294,0.03713385700000005,0.013732966000000069,inf
svmLinear2,Td-idf,smart,porter,0.99,none,n17,0.9654140379999999,44.590000000000295,0.03458596200000008,0.011185071000000102,inf
nnet,Td-idf,smart,porter,0.99,none,n17,0.9674475929999999,41.520000000000294,0.03255240700000006,0.009151516000000082,inf
C5.0Tree,Td-idf,smart,porter,0.99,none,n17,0.9323431520000001,71.18000000000029,0.06765684799999994,0.04425595699999996,inf
JRip,Td-idf,smart,porter,0.99,none,n17,0.920652021,79.9700000000003,0.07934797900000001,0.055947088000000034,inf
knn,Td-idf,smart,porter,0.99,'> 0',n17,0.898783799,47.65999999999929,0.10121620099999995,0.07781530999999997,inf
lda,Td-idf,smart,porter,0.99,'> 0',n17,0.9425233470000001,33.7199999999993,0.05747665299999993,0.034075761999999954,inf
J48,Td-idf,smart,porter,0.99,'> 0',n17,0.9297973279999999,35.2499999999993,0.07020267200000008,0.0468017810000001,inf
ranger,Td-idf,smart,porter,0.99,'> 0',n17,0.958794893,40.359999999999296,0.04120510700000002,0.01780421600000004,inf
svmLinear2,Td-idf,smart,porter,0.99,'> 0',n17,0.9526942279999999,33.2299999999993,0.04730577200000008,0.0239048810000001,inf
nnet,Td-idf,smart,porter,0.99,'> 0',n17,0.9633784129999999,32.3999999999993,0.036621587000000067,0.013220696000000087,inf
C5.0Tree,Td-idf,smart,porter,0.99,'> 0',n17,0.9287810670000001,44.299999999999294,0.07121893299999993,0.04781804199999995,inf
JRip,Td-idf,smart,porter,0.99,'> 0',n17,0.913020756,41.929999999999296,0.08697924400000001,0.06357835300000003,inf
knn,Td-idf,smart,porter,0.98,none,n17,0.84589791,48.4199999999988,0.15410208999999997,0.130701199,inf
lda,Td-idf,smart,porter,0.98,none,n17,0.944554833,27.239999999998805,0.05544516700000002,0.03204427600000004,inf
J48,Td-idf,smart,porter,0.98,none,n17,0.931318613,28.749999999998803,0.06868138700000004,0.04528049600000006,inf
ranger,Td-idf,smart,porter,0.98,none,n17,0.9603223879999999,35.0199999999988,0.039677612000000084,0.016276721000000105,inf
svmLinear2,Td-idf,smart,porter,0.98,none,n17,0.955237983,26.249999999998803,0.04476201700000004,0.021361126000000064,inf
nnet,Td-idf,smart,porter,0.98,none,n17,0.962875457,27.799999999998803,0.03712454300000001,0.01372365200000003,inf
C5.0Tree,Td-idf,smart,porter,0.98,none,n17,0.928783137,42.9699999999988,0.07121686299999996,0.047815971999999984,inf
JRip,Td-idf,smart,porter,0.98,none,n17,0.918609152,41.9399999999988,0.08139084799999996,0.05798995699999998,inf
knn,Td-idf,smart,porter,0.98,'> 0',n17,0.8896209,42.720000000001704,0.11037909999999995,0.08697820899999997,inf
lda,Td-idf,smart,porter,0.98,'> 0',n17,0.951673828,26.270000000001698,0.048326172,0.02492528100000002,inf
J48,Td-idf,smart,porter,0.98,'> 0',n17,0.928271902,29.080000000001696,0.07172809800000002,0.04832720700000004,inf
ranger,Td-idf,smart,porter,0.98,'> 0',n17,0.959811154,40.0300000000017,0.040188845999999945,0.016787954999999966,inf
svmLinear2,Td-idf,smart,porter,0.98,'> 0',n17,0.955740939,26.930000000001698,0.04425906099999999,0.02085817000000001,inf
nnet,Td-idf,smart,porter,0.98,'> 0',n17,0.959316477,26.0500000000017,0.040683523,0.01728263200000002,inf
C5.0Tree,Td-idf,smart,porter,0.98,'> 0',n17,0.9272577120000001,39.650000000001704,0.07274228799999993,0.049341396999999954,inf
JRip,Td-idf,smart,porter,0.98,'> 0',n17,0.9191203859999999,36.0300000000017,0.0808796140000001,0.05747872300000012,inf
knn,freq,none,none,0.99,none,n17,0.88656591,94.5900000000025,0.11343409000000004,0.09003319900000006,inf
lda,freq,none,none,0.99,none,n17,0.635818721,74.8700000000025,0.36418127899999997,0.340780388,inf
J48,freq,none,none,0.99,none,n17,0.9120075999999999,59.3600000000025,0.08799240000000008,0.0645915090000001,inf
ranger,freq,none,none,0.99,none,n17,0.950144263,37.740000000002496,0.04985573700000001,0.026454846000000032,inf
svmLinear2,freq,none,none,0.99,none,n17,0.935902133,34.560000000002496,0.06409786699999998,0.040696975999999996,inf
nnet,freq,none,none,0.99,none,n17,0.940976189,71.1900000000025,0.05902381099999998,0.03562292,inf
C5.0Tree,freq,none,none,0.99,none,n17,0.910994445,32.0100000000025,0.08900555499999996,0.06560466399999998,inf
JRip,freq,none,none,0.99,none,n17,0.9099657659999999,88.6800000000025,0.0900342340000001,0.06663334300000012,inf
knn,freq,none,none,0.99,'> 0',n17,0.864698723,65.97000000000129,0.13530127700000005,0.11190038600000007,inf
lda,freq,none,none,0.99,'> 0',n17,0.787373951,41.350000000001295,0.21262604900000004,0.18922515800000006,inf
J48,freq,none,none,0.99,'> 0',n17,0.917608415,41.740000000001295,0.08239158499999999,0.05899069400000001,inf
ranger,freq,none,none,0.99,'> 0',n17,0.9465894229999999,42.4800000000013,0.05341057700000007,0.03000968600000009,inf
svmLinear2,freq,none,none,0.99,'> 0',n17,0.938452097,34.5100000000013,0.061547903000000015,0.038147012000000036,inf
nnet,freq,none,none,0.99,'> 0',n17,0.9501515079999999,51.140000000001294,0.04984849200000008,0.0264476010000001,inf
C5.0Tree,freq,none,none,0.99,'> 0',n17,0.9125271140000001,35.640000000001294,0.08747288599999992,0.06407199499999994,inf
JRip,freq,none,none,0.99,'> 0',n17,0.90844448,56.5900000000013,0.09155552,0.06815462900000002,inf
knn,freq,none,none,0.98,none,n17,0.88809651,46.2399999999996,0.11190349,0.08850259900000002,inf
lda,freq,none,none,0.98,none,n17,0.8260456509999999,21.0099999999996,0.17395434900000006,0.15055345800000008,inf
J48,freq,none,none,0.98,none,n17,0.91455032,23.039999999999598,0.08544967999999997,0.06204878899999999,inf
ranger,freq,none,none,0.98,none,n17,0.9516717579999999,23.9799999999996,0.04832824200000008,0.024927351000000098,inf
svmLinear2,freq,none,none,0.98,none,n17,0.934884838,16.3099999999996,0.065115162,0.041714271000000025,inf
nnet,freq,none,none,0.98,none,n17,0.943543747,32.7999999999996,0.05645625300000001,0.03305536200000003,inf
C5.0Tree,freq,none,none,0.98,none,n17,0.91149947,18.3599999999996,0.08850053000000002,0.06509963900000004,inf
JRip,freq,none,none,0.98,none,n17,0.911496365,35.2099999999996,0.08850363500000002,0.06510274400000005,inf
knn,freq,none,none,0.98,'> 0',n17,0.861647873,39.2199999999988,0.138352127,0.11495123600000001,inf
lda,freq,none,none,0.98,'> 0',n17,0.853506408,19.3999999999988,0.146493592,0.12309270100000003,inf
J48,freq,none,none,0.98,'> 0',n17,0.9135382,21.749999999998803,0.08646180000000003,0.06306090900000005,inf
ranger,freq,none,none,0.98,'> 0',n17,0.947095483,25.2199999999988,0.052904516999999984,0.029503626000000005,inf
svmLinear2,freq,none,none,0.98,'> 0',n17,0.934383952,19.0299999999988,0.06561604799999998,0.042215157,inf
nnet,freq,none,none,0.98,'> 0',n17,0.937950176,25.919999999998804,0.06204982400000003,0.03864893300000005,inf
C5.0Tree,freq,none,none,0.98,'> 0',n17,0.911002724,19.949999999998802,0.08899727599999996,0.06559638499999998,inf
JRip,freq,none,none,0.98,'> 0',n17,0.904365986,30.109999999998802,0.09563401400000004,0.07223312300000007,inf
knn,freq,none,porter,0.99,none,n17,0.88401905,93.3999999999988,0.11598094999999997,0.09258005899999999,inf
lda,freq,none,porter,0.99,none,n17,0.593598389,72.1899999999988,0.40640161100000005,0.38300072000000007,inf
J48,freq,none,porter,0.99,none,n17,0.924707748,59.6699999999988,0.075292252,0.051891361000000025,inf
ranger,freq,none,porter,0.99,none,n17,0.955743008,41.979999999998796,0.044256991999999995,0.020856101000000016,inf
svmLinear2,freq,none,porter,0.99,none,n17,0.934891047,38.519999999998795,0.06510895299999997,0.04170806199999999,inf
nnet,freq,none,porter,0.99,none,n17,0.93690287,71.5199999999988,0.06309712999999995,0.039696238999999967,inf
C5.0Tree,freq,none,porter,0.99,none,n17,0.924198583,36.3299999999988,0.07580141699999998,0.052400526,inf
JRip,freq,none,porter,0.99,none,n17,0.9120075999999999,90.85999999999879,0.08799240000000008,0.0645915090000001,inf
knn,Td-idf,none,none,0.98,none,n17,0.856065686,46.62,0.143934314,0.12053342300000003,inf
lda,Td-idf,none,none,0.98,none,n17,0.919631621,21.28,0.08036837900000005,0.056967488000000066,inf
J48,Td-idf,none,none,0.98,none,n17,0.907943594,24.25,0.09205640599999998,0.068655515,inf
ranger,Td-idf,none,none,0.98,none,n17,0.952186098,25.31,0.04781390200000002,0.02441301100000004,inf
svmLinear2,Td-idf,none,none,0.98,none,n17,0.9430335470000001,19.04,0.05696645299999992,0.03356556199999994,inf
nnet,Td-idf,none,none,0.98,none,n17,0.9552265990000001,17.01,0.044773400999999935,0.021372509999999956,inf
C5.0Tree,Td-idf,none,none,0.98,none,n17,0.9130373140000001,40.62,0.0869626859999999,0.06356179499999992,inf
JRip,Td-idf,none,none,0.98,none,n17,0.89317781,33.23,0.10682219000000004,0.08342129900000006,inf
knn,freq,none,porter,0.99,'> 0',n17,0.857066423,50.7899999999981,0.14293357699999998,0.119532686,inf
lda,freq,none,porter,0.99,'> 0',n17,0.847398498,34.489999999998105,0.152601502,0.12920061100000002,inf
J48,freq,none,porter,0.99,'> 0',n17,0.9079301409999999,36.6599999999981,0.09206985900000009,0.06866896800000011,inf
ranger,freq,none,porter,0.99,'> 0',n17,0.953706348,39.129999999998105,0.04629365200000002,0.02289276100000004,inf
svmLinear2,freq,none,porter,0.99,'> 0',n17,0.926748547,33.1399999999981,0.07325145300000002,0.04985056200000004,inf
nnet,freq,none,porter,0.99,'> 0',n17,0.936438205,36.6099999999981,0.06356179500000003,0.04016090400000005,inf
C5.0Tree,freq,none,porter,0.99,'> 0',n17,0.912503312,34.6499999999981,0.08749668799999999,0.06409579700000001,inf
JRip,freq,none,porter,0.99,'> 0',n17,0.914047365,42.9799999999981,0.08595263500000005,0.06255174400000008,inf
knn,freq,none,porter,0.98,none,n17,0.887077145,55.4599999999988,0.11292285499999999,0.08952196400000001,inf
lda,freq,none,porter,0.98,none,n17,0.813316527,30.509999999998804,0.186683473,0.163282582,inf
J48,freq,none,porter,0.98,none,n17,0.921654828,32.2799999999988,0.07834517200000002,0.05494428100000004,inf
ranger,freq,none,porter,0.98,none,n17,0.955231774,30.889999999998803,0.04476822599999997,0.021367334999999987,inf
svmLinear2,freq,none,porter,0.98,none,n17,0.931832952,24.099999999998804,0.06816704799999995,0.04476615699999997,inf
nnet,freq,none,porter,0.98,none,n17,0.9486312570000001,41.479999999998796,0.05136874299999994,0.02796785199999996,inf
C5.0Tree,freq,none,porter,0.98,none,n17,0.924198583,25.599999999998804,0.07580141699999998,0.052400526,inf
JRip,freq,none,porter,0.98,none,n17,0.915569685,45.3099999999988,0.08443031499999998,0.061029424,inf
knn,freq,none,porter,0.98,'> 0',n17,0.8636783240000001,48.0000000000012,0.1363216759999999,0.11292078499999991,inf
lda,freq,none,porter,0.98,'> 0',n17,0.8473953940000001,28.5300000000012,0.15260460599999992,0.12920371499999994,inf
J48,freq,none,porter,0.98,'> 0',n17,0.9262383470000001,30.320000000001198,0.07376165299999993,0.05036076199999995,inf
ranger,freq,none,porter,0.98,'> 0',n17,0.9521819579999999,32.4700000000012,0.04781804200000006,0.02441715100000008,inf
svmLinear2,freq,none,porter,0.98,'> 0',n17,0.932857492,26.300000000001198,0.06714250799999999,0.04374161700000001,inf
nnet,freq,none,porter,0.98,'> 0',n17,0.950656533,35.5300000000012,0.04934346700000003,0.02594257600000005,inf
C5.0Tree,freq,none,porter,0.98,'> 0',n17,0.929290232,28.100000000001195,0.07070976799999995,0.04730887699999997,inf
JRip,freq,none,porter,0.98,'> 0',n17,0.919122456,39.8900000000012,0.08087754400000002,0.057476653000000044,inf
knn,freq,default,none,0.99,none,n17,0.86061609,88.76999999999849,0.13938391000000006,0.11598301900000008,inf
lda,freq,default,none,0.99,none,n17,0.6287049,66.0699999999985,0.3712951,0.347894209,inf
J48,freq,default,none,0.99,none,n17,0.9135382,53.4599999999985,0.08646180000000003,0.06306090900000005,inf
ranger,freq,default,none,0.99,none,n17,0.9572705029999999,40.3699999999985,0.04272949700000006,0.01932860600000008,inf
svmLinear2,freq,default,none,0.99,none,n17,0.936918393,33.459999999998495,0.06308160699999998,0.039680716000000005,inf
nnet,freq,default,none,0.99,none,n17,0.964399848,57.6299999999985,0.035600151999999996,0.012199261000000017,inf
C5.0Tree,freq,default,none,0.99,none,n17,0.91302593,30.949999999998496,0.08697407000000001,0.06357317900000004,inf
JRip,freq,default,none,0.99,none,n17,0.906912846,83.3799999999985,0.093087154,0.06968626300000003,inf
knn,freq,default,none,0.99,'> 0',n17,0.859094804,61.739999999999895,0.14090519599999995,0.11750430499999998,inf
lda,freq,default,none,0.99,'> 0',n17,0.79908371,37.4299999999999,0.20091629,0.17751539900000002,inf
J48,freq,default,none,0.99,'> 0',n17,0.914047365,39.5999999999999,0.08595263500000005,0.06255174400000008,inf
ranger,freq,default,none,0.99,'> 0',n17,0.9587917890000001,43.67999999999989,0.04120821099999994,0.01780731999999996,inf
svmLinear2,freq,default,none,0.99,'> 0',n17,0.9308197970000001,32.9799999999999,0.06918020299999994,0.04577931199999996,inf
nnet,freq,default,none,0.99,'> 0',n17,0.953213742,45.53999999999989,0.046786258000000025,0.023385367000000046,inf
C5.0Tree,freq,default,none,0.99,'> 0',n17,0.914555495,34.8499999999999,0.085444505,0.062043614000000025,inf
JRip,freq,default,none,0.99,'> 0',n17,0.913533025,56.349999999999895,0.086466975,0.06306608400000002,inf
knn,freq,default,none,0.98,none,n17,0.869769675,42.5799999999981,0.13023032499999998,0.106829434,inf
lda,freq,default,none,0.98,none,n17,0.840788668,19.869999999998104,0.15921133200000004,0.13581044100000006,inf
J48,freq,default,none,0.98,none,n17,0.91607885,20.699999999998102,0.08392115,0.06052025900000002,inf
ranger,freq,default,none,0.98,none,n17,0.957778633,25.209999999998104,0.04222136700000001,0.01882047600000003,inf
svmLinear2,freq,default,none,0.98,none,n17,0.9313237879999999,16.1599999999981,0.06867621200000007,0.04527532100000009,inf
nnet,freq,default,none,0.98,none,n17,0.948630222,27.5799999999981,0.05136977799999998,0.027968886999999998,inf
C5.0Tree,freq,default,none,0.98,none,n17,0.91607678,17.639999999998103,0.08392321999999997,0.060522328999999986,inf
