% {"col_measures": ["predictive_accuracy", "runtime", "missclassification_rate", "predictive_accuracy_loss", "predictive_accuracy_loss_normalized"], "col_parameters": ["algorithm", "representation", "stopword_remover", "stemmer", "sparsity", "feature_selection"]}
@RELATION text_classification

@ATTRIBUTE algorithm {knn, ranger, JRip, svmLinear2, J48, nnet, lda, C5.0Tree}
@ATTRIBUTE representation {Td-idf, freq}
@ATTRIBUTE stopword_remover {none, default, smart}
@ATTRIBUTE stemmer {none, porter}
@ATTRIBUTE sparsity NUMERIC
@ATTRIBUTE feature_selection {none, '> 0'}
@ATTRIBUTE dataset {n1, n10, n11, n12, n13, n14, n15, n16, n17, n18, n19, n2, n20, n21, n22, n23, n3, n4, n5, n6, n7, n8, n9, o1, o10, o11, o12, o13, o14, o15, o16, o17, o18, o19, o2, o20, o21, o22, o3, o4, o5, o6, o7, o8, o9, r1, r2, r3, r4, r5}
@ATTRIBUTE predictive_accuracy NUMERIC
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE missclassification_rate NUMERIC
@ATTRIBUTE predictive_accuracy_loss NUMERIC
@ATTRIBUTE predictive_accuracy_loss_normalized NUMERIC

@DATA
C5.0Tree,Td-idf,smart,none,0.98,none,o3,0.852945873,114.45,0.14705412699999998,0.05115768199999993,inf
JRip,Td-idf,smart,none,0.98,none,o3,0.781699158,138.51,0.218300842,0.12240439699999994,inf
svmLinear2,Td-idf,smart,none,0.98,none,o3,0.8343733459999999,456.98,0.1656266540000001,0.06973020900000004,inf
J48,Td-idf,none,none,0.99,'> 0',o3,0.849402225,91.54,0.15059777500000004,0.05470132999999999,inf
nnet,Td-idf,none,none,0.99,'> 0',o3,0.897010443,53.68,0.10298955700000001,0.007093111999999957,inf
lda,Td-idf,none,none,0.99,'> 0',o3,0.899544683,48.01,0.10045531699999999,0.004558871999999936,inf
knn,Td-idf,none,none,0.99,'> 0',o3,0.808880162,147.44,0.191119838,0.09522339299999993,inf
ranger,Td-idf,none,none,0.99,'> 0',o3,0.886883292,118.57,0.11311670799999995,0.017220262999999902,inf
C5.0Tree,Td-idf,none,none,0.99,'> 0',o3,0.850077445,84.24,0.14992255499999996,0.054026109999999905,inf
JRip,Td-idf,none,none,0.99,'> 0',o3,0.758571181,87.98,0.24142881900000002,0.14553237399999996,inf
svmLinear2,Td-idf,none,none,0.99,'> 0',o3,0.89515416,131.04,0.10484583999999997,0.008949394999999916,inf
J48,Td-idf,smart,none,0.98,'> 0',o3,0.850078357,51.3299999999994,0.149921643,0.05402519799999994,inf
nnet,Td-idf,smart,none,0.98,'> 0',o3,0.785599006,40.6099999999994,0.214400994,0.11850454899999996,inf
lda,Td-idf,smart,none,0.98,'> 0',o3,0.870506255,40.0299999999994,0.129493745,0.03359729999999994,inf
knn,Td-idf,smart,none,0.98,'> 0',o3,0.785581442,46.1399999999994,0.21441855799999998,0.11852211299999993,inf
ranger,Td-idf,smart,none,0.98,'> 0',o3,0.866623515,87.32999999999942,0.133376485,0.03748003999999994,inf
C5.0Tree,Td-idf,smart,none,0.98,'> 0',o3,0.8541291040000001,56.0099999999994,0.14587089599999992,0.049974450999999864,inf
JRip,Td-idf,smart,none,0.98,'> 0',o3,0.770391057,59.7199999999994,0.229608943,0.13371249799999996,inf
svmLinear2,Td-idf,smart,none,0.98,'> 0',o3,0.8764155659999999,88.79999999999941,0.12358443400000008,0.027687989000000024,inf
J48,Td-idf,smart,porter,0.99,none,o3,0.83015562,193.499999999998,0.16984438000000002,0.07394793499999996,inf
nnet,Td-idf,smart,porter,0.99,none,o3,0.8377536640000001,150.379999999998,0.16224633599999994,0.06634989099999988,inf
lda,Td-idf,smart,porter,0.99,none,o3,0.872869067,84.8599999999983,0.127130933,0.03123448799999995,inf
knn,Td-idf,smart,porter,0.99,none,o3,0.7062428140000001,623.939999999998,0.2937571859999999,0.19786074099999984,inf
ranger,Td-idf,smart,porter,0.99,none,o3,0.8948173490000001,212.529999999998,0.1051826509999999,0.009286205999999853,inf
C5.0Tree,Td-idf,smart,porter,0.99,none,o3,0.84771315,197.00999999999803,0.15228684999999997,0.05639040499999992,inf
JRip,Td-idf,smart,porter,0.99,none,o3,0.802969939,289.299999999998,0.19703006099999998,0.10113361599999993,inf
svmLinear2,Td-idf,smart,porter,0.99,none,o3,0.811921045,278.699999999998,0.18807895500000005,0.09218251,inf
J48,Td-idf,smart,porter,0.99,'> 0',o3,0.8446721540000001,92.5400000000012,0.15532784599999994,0.059431400999999884,inf
nnet,Td-idf,smart,porter,0.99,'> 0',o3,0.892115216,66.7700000000012,0.10788478400000001,0.011988338999999959,inf
lda,Td-idf,smart,porter,0.99,'> 0',o3,0.90207687,61.520000000001204,0.09792312999999997,0.002026684999999917,inf
knn,Td-idf,smart,porter,0.99,'> 0',o3,0.8142811190000001,151.750000000001,0.1857188809999999,0.08982243599999984,inf
ranger,Td-idf,smart,porter,0.99,'> 0',o3,0.892960723,128.240000000001,0.10703927700000004,0.011142831999999991,inf
C5.0Tree,Td-idf,smart,porter,0.99,'> 0',o3,0.85885678,91.9400000000012,0.14114322,0.04524677499999996,inf
JRip,Td-idf,smart,porter,0.99,'> 0',o3,0.8129317070000001,108.780000000001,0.18706829299999994,0.09117184799999989,inf
svmLinear2,Td-idf,smart,porter,0.99,'> 0',o3,0.90021956,141.36000000000098,0.09978043999999997,0.003883994999999918,inf
J48,Td-idf,smart,porter,0.98,none,o3,0.8257630440000001,94.46000000000092,0.1742369559999999,0.07834051099999984,inf
nnet,Td-idf,smart,porter,0.98,none,o3,0.834207735,85.6800000000009,0.165792265,0.06989581999999994,inf
lda,Td-idf,smart,porter,0.98,none,o3,0.858011273,53.470000000000894,0.14198872699999998,0.04609228199999993,inf
knn,Td-idf,smart,porter,0.98,none,o3,0.708433172,347.010000000001,0.291566828,0.19567038299999995,inf
ranger,Td-idf,smart,porter,0.98,none,o3,0.877766119,151.20000000000098,0.12223388099999999,0.026337435999999936,inf
C5.0Tree,Td-idf,smart,porter,0.98,none,o3,0.8521033309999999,117.950000000001,0.1478966690000001,0.05200022400000004,inf
JRip,Td-idf,smart,porter,0.98,none,o3,0.779334635,153.840000000001,0.220665365,0.12476891999999995,inf
svmLinear2,Td-idf,smart,porter,0.98,none,o3,0.838933701,438.130000000001,0.16106629900000002,0.06516985399999997,inf
J48,Td-idf,smart,porter,0.98,'> 0',o3,0.8488960390000001,57.16,0.1511039609999999,0.055207515999999845,inf
nnet,Td-idf,smart,porter,0.98,'> 0',o3,0.883675201,47.74,0.11632479900000003,0.020428353999999982,inf
lda,Td-idf,smart,porter,0.98,'> 0',o3,0.878778948,46.46,0.121221052,0.025324606999999943,inf
knn,Td-idf,smart,porter,0.98,'> 0',o3,0.789801905,57.02,0.21019809499999997,0.11430164999999992,inf
ranger,Td-idf,smart,porter,0.98,'> 0',o3,0.874895523,92.24,0.12510447700000005,0.029208031999999995,inf
C5.0Tree,Td-idf,smart,porter,0.98,'> 0',o3,0.8554803409999999,64.18,0.14451965900000008,0.048623214000000026,inf
JRip,Td-idf,smart,porter,0.98,'> 0',o3,0.801789674,73.45,0.198210326,0.10231388099999994,inf
svmLinear2,Td-idf,smart,porter,0.98,'> 0',o3,0.8830004379999999,100.22,0.11699956200000006,0.021103117000000005,inf
J48,freq,none,none,0.99,none,o3,0.8352185109999999,260.090000000001,0.16478148900000011,0.06888504400000006,inf
nnet,freq,none,none,0.99,none,o3,0.8370789000000001,220.86000000000098,0.16292109999999993,0.06702465499999988,inf
lda,freq,none,none,0.99,none,o3,0.8389317620000001,99.9200000000012,0.16106823799999992,0.06517179299999987,inf
knn,freq,none,none,0.99,none,o3,0.672125413,828.730000000001,0.32787458700000005,0.231978142,inf
ranger,freq,none,none,0.99,none,o3,0.8889088359999999,208.73000000000098,0.11109116400000008,0.015194719000000023,inf
C5.0Tree,freq,none,none,0.99,none,o3,0.861725665,140.270000000001,0.13827433499999997,0.04237788999999992,inf
JRip,freq,none,none,0.99,none,o3,0.753170908,323.850000000001,0.24682909200000003,0.15093264699999998,inf
svmLinear2,freq,none,none,0.99,none,o3,0.813102565,250.220000000001,0.186897435,0.09100098999999995,inf
J48,freq,none,none,0.99,'> 0',o3,0.853789555,87.76999999999849,0.14621044500000002,0.05031399999999997,inf
nnet,freq,none,none,0.99,'> 0',o3,0.892959355,53.8099999999985,0.10704064499999999,0.011144199999999937,inf
lda,freq,none,none,0.99,'> 0',o3,0.896167445,45.8799999999985,0.10383255499999999,0.00793610999999994,inf
knn,freq,none,none,0.99,'> 0',o3,0.7447262170000001,130.819999999999,0.2552737829999999,0.15937733799999987,inf
ranger,freq,none,none,0.99,'> 0',o3,0.885870577,111.339999999998,0.11412942299999995,0.0182329779999999,inf
C5.0Tree,freq,none,none,0.99,'> 0',o3,0.86695987,58.509999999998506,0.13304013000000003,0.03714368499999998,inf
JRip,freq,none,none,0.99,'> 0',o3,0.7925050640000001,102.31999999999901,0.2074949359999999,0.11159849099999986,inf
svmLinear2,freq,none,none,0.99,'> 0',o3,0.898869007,112.20999999999901,0.10113099299999995,0.0052345479999998945,inf
J48,freq,none,none,0.98,none,o3,0.819687323,101.76,0.18031267699999998,0.08441623199999992,inf
nnet,freq,none,none,0.98,none,o3,0.7741120640000001,92.9400000000001,0.2258879359999999,0.12999149099999985,inf
lda,freq,none,none,0.98,none,o3,0.8318409309999999,35.9800000000002,0.1681590690000001,0.07226262400000005,inf
knn,freq,none,none,0.98,none,o3,0.655576948,405.55,0.344423052,0.24852660699999995,inf
ranger,freq,none,none,0.98,none,o3,0.8669610109999999,147.81,0.1330389890000001,0.037142544000000055,inf
C5.0Tree,freq,none,none,0.98,none,o3,0.844841871,65.8100000000001,0.15515812900000003,0.05926168399999998,inf
JRip,freq,none,none,0.98,none,o3,0.757390459,148.4,0.24260954099999998,0.14671309599999993,inf
svmLinear2,freq,none,none,0.98,none,o3,0.814113455,476.94,0.18588654500000001,0.08999009999999996,inf
J48,freq,none,none,0.98,'> 0',o3,0.8531169590000001,36.1499999999991,0.14688304099999994,0.050986595999999884,inf
nnet,freq,none,none,0.98,'> 0',o3,0.864932273,28.419999999999103,0.13506772700000003,0.039171281999999974,inf
lda,freq,none,none,0.98,'> 0',o3,0.8684807109999999,25.559999999999103,0.1315192890000001,0.03562284400000004,inf
knn,freq,none,none,0.98,'> 0',o3,0.71737424,31.649999999999103,0.28262575999999995,0.1867293149999999,inf
ranger,freq,none,none,0.98,'> 0',o3,0.8667924340000001,65.0599999999991,0.13320756599999994,0.03731112099999989,inf
C5.0Tree,freq,none,none,0.98,'> 0',o3,0.854467056,30.869999999999102,0.14553294400000005,0.049636499,inf
JRip,freq,none,none,0.98,'> 0',o3,0.7872741659999999,55.359999999999104,0.2127258340000001,0.11682938900000006,inf
svmLinear2,freq,none,none,0.98,'> 0',o3,0.868987353,69.33999999999911,0.13101264700000004,0.035116201999999985,inf
J48,freq,none,porter,0.99,none,o3,0.847543775,204.92000000000098,0.152456225,0.05655977999999995,inf
nnet,freq,none,porter,0.99,none,o3,0.84298228,196.850000000001,0.15701772000000003,0.061121274999999975,inf
lda,freq,none,porter,0.99,none,o3,0.853116503,88.7900000000012,0.14688349700000003,0.05098705199999998,inf
knn,freq,none,porter,0.99,none,o3,0.6969449740000001,731.590000000001,0.3030550259999999,0.20715858099999984,inf
ranger,freq,none,porter,0.99,none,o3,0.890597113,196.710000000001,0.109402887,0.013506441999999952,inf
C5.0Tree,freq,none,porter,0.99,none,o3,0.8681404779999999,112.30000000000099,0.13185952200000006,0.03596307700000001,inf
JRip,freq,none,porter,0.99,none,o3,0.7908169009999999,288.910000000001,0.2091830990000001,0.11328665400000004,inf
svmLinear2,freq,none,porter,0.99,none,o3,0.8208694129999999,233.880000000001,0.17913058700000006,0.08323414200000001,inf
J48,Td-idf,none,none,0.98,none,o3,0.815127539,101.7,0.184872461,0.08897601599999994,inf
nnet,Td-idf,none,none,0.98,none,o3,0.7290353490000001,83.95,0.2709646509999999,0.17506820599999984,inf
lda,Td-idf,none,none,0.98,none,o3,0.8363993470000001,37.5300000000001,0.16360065299999993,0.06770420799999988,inf
knn,Td-idf,none,none,0.98,none,o3,0.659979561,407.93,0.340020439,0.24412399399999996,inf
ranger,Td-idf,none,none,0.98,none,o3,0.868142645,151.18,0.13185735499999995,0.0359609099999999,inf
C5.0Tree,Td-idf,none,none,0.98,none,o3,0.847035422,126.34,0.15296457799999996,0.05706813299999991,inf
JRip,Td-idf,none,none,0.98,none,o3,0.748780841,128.34,0.251219159,0.15532271399999997,inf
svmLinear2,Td-idf,none,none,0.98,none,o3,0.819009366,506.94,0.18099063400000004,0.08509418899999999,inf
J48,freq,none,porter,0.99,'> 0',o3,0.861894127,80.8699999999997,0.138105873,0.04220942799999994,inf
nnet,freq,none,porter,0.99,'> 0',o3,0.887894752,58.1799999999997,0.11210524799999999,0.01620880299999994,inf
lda,freq,none,porter,0.99,'> 0',o3,0.896674202,48.909999999999705,0.10332579799999997,0.007429352999999916,inf
knn,freq,none,porter,0.99,'> 0',o3,0.759413494,133.93,0.24058650599999998,0.14469006099999993,inf
ranger,freq,none,porter,0.99,'> 0',o3,0.888402878,107.69,0.11159712200000005,0.015700676999999996,inf
C5.0Tree,freq,none,porter,0.99,'> 0',o3,0.867466627,60.78999999999971,0.132533373,0.03663692799999996,inf
JRip,freq,none,porter,0.99,'> 0',o3,0.7970633659999999,111.57,0.20293663400000006,0.10704018900000001,inf
svmLinear2,freq,none,porter,0.99,'> 0',o3,0.8954916559999999,119.06,0.10450834400000009,0.008611899000000034,inf
J48,freq,none,porter,0.98,none,o3,0.83538743,94.06999999999809,0.16461256999999996,0.0687161249999999,inf
nnet,freq,none,porter,0.98,none,o3,0.8397805759999999,102.819999999998,0.1602194240000001,0.06432297900000006,inf
lda,freq,none,porter,0.98,none,o3,0.850583745,40.6099999999981,0.149416255,0.053519809999999945,inf
knn,freq,none,porter,0.98,none,o3,0.68360517,412.329999999998,0.31639483,0.22049838499999996,inf
ranger,freq,none,porter,0.98,none,o3,0.8730385559999999,138.80999999999798,0.1269614440000001,0.031064999000000038,inf
C5.0Tree,freq,none,porter,0.98,none,o3,0.856154192,61.629999999998105,0.14384580800000002,0.04794936299999997,inf
JRip,freq,none,porter,0.98,none,o3,0.78152887,190.909999999998,0.21847112999999996,0.1225746849999999,inf
svmLinear2,freq,none,porter,0.98,none,o3,0.819854987,466.699999999998,0.18014501299999996,0.08424856799999991,inf
J48,freq,none,porter,0.98,'> 0',o3,0.857168618,42.4400000000007,0.142831382,0.046934936999999954,inf
nnet,freq,none,porter,0.98,'> 0',o3,0.866793004,35.9300000000007,0.13320699599999997,0.037310550999999914,inf
lda,freq,none,porter,0.98,'> 0',o3,0.87422076,32.7500000000007,0.12577923999999996,0.029882794999999907,inf
knn,freq,none,porter,0.98,'> 0',o3,0.7347621679999999,42.0200000000007,0.26523783200000006,0.169341387,inf
ranger,freq,none,porter,0.98,'> 0',o3,0.869324621,70.81000000000071,0.13067537900000004,0.034778933999999984,inf
C5.0Tree,freq,none,porter,0.98,'> 0',o3,0.861558685,37.7300000000007,0.138441315,0.04254486999999996,inf
JRip,freq,none,porter,0.98,'> 0',o3,0.788621868,58.27000000000071,0.211378132,0.11548168699999994,inf
svmLinear2,freq,none,porter,0.98,'> 0',o3,0.8760776140000001,82.2400000000007,0.12392238599999994,0.028025940999999888,inf
J48,freq,default,none,0.99,none,o3,0.8325166070000001,249.09,0.16748339299999992,0.07158694799999987,inf
nnet,freq,default,none,0.99,none,o3,0.867465486,235.18,0.13253451400000005,0.036638068999999995,inf
lda,freq,default,none,0.99,none,o3,0.838762615,93.8400000000004,0.16123738499999996,0.0653409399999999,inf
knn,freq,default,none,0.99,none,o3,0.6815864690000001,781.72,0.3184135309999999,0.22251708599999986,inf
ranger,freq,default,none,0.99,none,o3,0.892285276,217.27,0.10771472400000004,0.011818278999999987,inf
C5.0Tree,freq,default,none,0.99,none,o3,0.8618952679999999,127.05,0.13810473200000006,0.04220828700000001,inf
JRip,freq,default,none,0.99,none,o3,0.79047895,349.44,0.20952105,0.11362460499999993,inf
svmLinear2,freq,default,none,0.99,none,o3,0.816142307,240.65,0.183857693,0.08796124799999994,inf
J48,freq,default,none,0.99,'> 0',o3,0.863921383,90.8300000000019,0.136078617,0.04018217199999996,inf
nnet,freq,default,none,0.99,'> 0',o3,0.8900905840000001,57.0600000000019,0.10990941599999993,0.014012970999999874,inf
lda,freq,default,none,0.99,'> 0',o3,0.8963360220000001,50.3400000000019,0.10366397799999993,0.007767532999999882,inf
knn,freq,default,none,0.99,'> 0',o3,0.79925532,130.47000000000202,0.20074468,0.10484823499999996,inf
ranger,freq,default,none,0.99,'> 0',o3,0.889754115,117.670000000002,0.11024588499999999,0.014349439999999936,inf
C5.0Tree,freq,default,none,0.99,'> 0',o3,0.8693242790000001,63.1000000000019,0.1306757209999999,0.03477927599999986,inf
JRip,freq,default,none,0.99,'> 0',o3,0.8183366559999999,118.48000000000201,0.18166334400000006,0.08576689900000001,inf
svmLinear2,freq,default,none,0.99,'> 0',o3,0.899374852,110.960000000002,0.100625148,0.004728702999999945,inf
J48,freq,default,none,0.98,none,o3,0.822555523,98.62000000000151,0.177444477,0.08154803199999994,inf
nnet,freq,default,none,0.98,none,o3,0.8369057609999999,97.59000000000151,0.16309423900000009,0.06719779400000003,inf
lda,freq,default,none,0.98,none,o3,0.8336982409999999,38.6300000000015,0.1663017590000001,0.07040531400000005,inf
knn,freq,default,none,0.98,none,o3,0.673649105,376.790000000001,0.32635089500000003,0.23045444999999998,inf
ranger,freq,default,none,0.98,none,o3,0.870505913,145.460000000002,0.12949408699999998,0.03359764199999993,inf
C5.0Tree,freq,default,none,0.98,none,o3,0.850075848,64.4000000000015,0.14992415199999998,0.054027706999999925,inf
JRip,freq,default,none,0.98,none,o3,0.780350772,177.49000000000197,0.21964922799999997,0.12375278299999992,inf
svmLinear2,freq,default,none,0.98,none,o3,0.820192255,473.540000000001,0.17980774499999996,0.08391129999999991,inf
J48,freq,default,none,0.98,'> 0',o3,0.850922154,40.970000000001704,0.14907784599999996,0.053181400999999906,inf
nnet,freq,default,none,0.98,'> 0',o3,0.880636029,34.3800000000017,0.11936397099999996,0.023467525999999905,inf
lda,freq,default,none,0.98,'> 0',o3,0.86561023,30.9600000000017,0.13438976999999996,0.03849332499999991,inf
knn,freq,default,none,0.98,'> 0',o3,0.7754517809999999,35.9200000000017,0.2245482190000001,0.12865177400000005,inf
ranger,freq,default,none,0.98,'> 0',o3,0.869156044,68.7400000000017,0.13084395599999998,0.03494751099999993,inf
C5.0Tree,freq,default,none,0.98,'> 0',o3,0.855142275,35.2100000000017,0.14485772500000005,0.048961279999999996,inf
JRip,freq,default,none,0.98,'> 0',o3,0.817323713,65.7400000000017,0.18267628700000005,0.086779842,inf
svmLinear2,freq,default,none,0.98,'> 0',o3,0.868311678,71.9700000000017,0.13168832200000002,0.03579187699999997,inf
J48,freq,default,porter,0.99,none,o3,0.849063817,196.73,0.150936183,0.05503973799999995,inf
nnet,freq,default,porter,0.99,none,o3,0.8522746459999999,217.28,0.1477253540000001,0.051828909000000034,inf
lda,freq,default,porter,0.99,none,o3,0.853284395,81.79000000000009,0.14671560500000003,0.050819159999999974,inf
knn,freq,default,porter,0.99,none,o3,0.712648389,688.92,0.28735161099999995,0.1914551659999999,inf
ranger,freq,default,porter,0.99,none,o3,0.8939735520000001,198.18,0.10602644799999994,0.010130002999999888,inf
C5.0Tree,freq,default,porter,0.99,none,o3,0.865439486,108.27,0.13456051400000002,0.03866406899999997,inf
JRip,freq,default,porter,0.99,none,o3,0.799930653,283.37,0.200069347,0.10417290199999996,inf
svmLinear2,freq,default,porter,0.99,none,o3,0.8156356640000001,236.89,0.1843643359999999,0.08846789099999985,inf
J48,freq,default,porter,0.99,'> 0',o3,0.86459569,79.4499999999983,0.13540430999999997,0.03950786499999992,inf
nnet,freq,default,porter,0.99,'> 0',o3,0.9005565999999999,59.47999999999829,0.09944340000000007,0.0035469550000000183,inf
lda,freq,default,porter,0.99,'> 0',o3,0.898025211,52.249999999998295,0.10197478900000001,0.006078343999999958,inf
knn,freq,default,porter,0.99,'> 0',o3,0.79655524,133.479999999998,0.20344476,0.10754831499999995,inf
ranger,freq,default,porter,0.99,'> 0',o3,0.891441479,111.699999999998,0.10855852099999996,0.012662075999999911,inf
C5.0Tree,freq,default,porter,0.99,'> 0',o3,0.867128675,63.679999999998294,0.13287132499999998,0.03697487999999993,inf
JRip,freq,default,porter,0.99,'> 0',o3,0.814449924,92.6699999999983,0.18555007599999995,0.0896536309999999,inf
svmLinear2,freq,default,porter,0.99,'> 0',o3,0.8980240709999999,115.579999999998,0.10197592900000008,0.006079484000000024,inf
J48,freq,default,porter,0.98,none,o3,0.8375838320000001,91.55000000000229,0.16241616799999992,0.06651972299999986,inf
nnet,freq,default,porter,0.98,none,o3,0.82744767,106.360000000002,0.17255233000000003,0.07665588499999998,inf
lda,freq,default,porter,0.98,none,o3,0.852946671,46.070000000002295,0.147053329,0.05115688399999996,inf
knn,freq,default,porter,0.98,none,o3,0.699813858,381.96000000000197,0.30018614200000004,0.204289697,inf
ranger,freq,default,porter,0.98,none,o3,0.8789476390000001,142.820000000002,0.12105236099999994,0.02515591599999989,inf
C5.0Tree,freq,default,porter,0.98,none,o3,0.858349567,63.2400000000023,0.14165043300000002,0.04575398799999997,inf
JRip,freq,default,porter,0.98,none,o3,0.797228863,170.69000000000202,0.20277113700000005,0.106874692,inf
svmLinear2,freq,default,porter,0.98,none,o3,0.833194221,444.680000000002,0.16680577900000004,0.07090933399999999,inf
J48,Td-idf,none,none,0.98,'> 0',o3,0.84315291,39.2300000000001,0.15684708999999997,0.060950644999999914,inf
nnet,Td-idf,none,none,0.98,'> 0',o3,0.876076815,28.2300000000001,0.12392318499999999,0.02802673999999994,inf
lda,Td-idf,none,none,0.98,'> 0',o3,0.8681428729999999,27.2300000000001,0.13185712700000007,0.03596068200000002,inf
knn,Td-idf,none,none,0.98,'> 0',o3,0.778660556,35.9000000000001,0.22133944400000005,0.125442999,inf
ranger,Td-idf,none,none,0.98,'> 0',o3,0.8674679959999999,72.9600000000001,0.1325320040000001,0.03663555900000004,inf
C5.0Tree,Td-idf,none,none,0.98,'> 0',o3,0.85666015,44.7700000000001,0.14333985000000005,0.047443404999999994,inf
JRip,Td-idf,none,none,0.98,'> 0',o3,0.758233913,49.4800000000001,0.24176608700000002,0.14586964199999997,inf
svmLinear2,Td-idf,none,none,0.98,'> 0',o3,0.874895752,82.9600000000001,0.12510424799999997,0.02920780299999992,inf
J48,freq,default,porter,0.98,'> 0',o3,0.856831122,45.08999999999829,0.143168878,0.04727243299999995,inf
nnet,freq,default,porter,0.98,'> 0',o3,0.8770886179999999,39.7699999999983,0.12291138200000007,0.027014937000000017,inf
lda,freq,default,porter,0.98,'> 0',o3,0.8735453129999999,36.3999999999983,0.12645468700000007,0.030558242000000013,inf
knn,freq,default,porter,0.98,'> 0',o3,0.775618989,44.249999999998295,0.22438101099999996,0.1284845659999999,inf
ranger,freq,default,porter,0.98,'> 0',o3,0.87033745,74.98999999999829,0.12966255000000004,0.03376610499999999,inf
C5.0Tree,freq,default,porter,0.98,'> 0',o3,0.860377165,41.0899999999983,0.13962283499999995,0.04372638999999989,inf
JRip,freq,default,porter,0.98,'> 0',o3,0.8228930190000001,66.51999999999829,0.17710698099999989,0.08121053599999983,inf
svmLinear2,freq,default,porter,0.98,'> 0',o3,0.881986924,85.87999999999829,0.118013076,0.022116630999999942,inf
J48,freq,smart,none,0.99,none,o3,0.833191826,228.66,0.16680817400000003,0.07091172899999998,inf
nnet,freq,smart,none,0.99,none,o3,0.808363939,189.33,0.19163606099999997,0.09573961599999992,inf
lda,freq,smart,none,0.99,none,o3,0.85210048,90.13,0.14789951999999995,0.0520030749999999,inf
knn,freq,smart,none,0.99,none,o3,0.702182943,701.66,0.29781705700000005,0.201920612,inf
ranger,freq,smart,none,0.99,none,o3,0.892116699,247.65,0.10788330099999999,0.011986855999999935,inf
C5.0Tree,freq,smart,none,0.99,none,o3,0.8573406159999999,127.26,0.1426593840000001,0.04676293900000006,inf
JRip,freq,smart,none,0.99,none,o3,0.783386294,318.36,0.21661370599999996,0.12071726099999991,inf
svmLinear2,freq,smart,none,0.99,none,o3,0.8149594179999999,249.69,0.18504058200000006,0.08914413700000001,inf
J48,freq,smart,none,0.99,'> 0',o3,0.8625696890000001,93.82000000000441,0.13743031099999992,0.041533865999999864,inf
nnet,freq,smart,none,0.99,'> 0',o3,0.892117155,63.980000000004395,0.107882845,0.011986399999999953,inf
lda,freq,smart,none,0.99,'> 0',o3,0.8971802740000001,58.31000000000439,0.10281972599999989,0.006923280999999837,inf
knn,freq,smart,none,0.99,'> 0',o3,0.8049960540000001,134.950000000004,0.19500394599999993,0.09910750099999988,inf
ranger,freq,smart,none,0.99,'> 0',o3,0.888740944,123.540000000004,0.11125905599999997,0.015362610999999915,inf
C5.0Tree,freq,smart,none,0.99,'> 0',o3,0.867129473,72.34000000000441,0.13287052700000002,0.036974081999999964,inf
JRip,freq,smart,none,0.99,'> 0',o3,0.797569324,115.900000000004,0.20243067599999998,0.10653423099999992,inf
svmLinear2,freq,smart,none,0.99,'> 0',o3,0.898024755,116.270000000004,0.10197524499999999,0.00607879999999994,inf
J48,freq,smart,none,0.98,none,o3,0.8215442909999999,95.8600000000006,0.17845570900000007,0.08255926400000002,inf
nnet,freq,smart,none,0.98,none,o3,0.792507573,93.3600000000006,0.20749242700000003,0.11159598199999998,inf
lda,freq,smart,none,0.98,none,o3,0.8419707059999999,46.0900000000006,0.1580292940000001,0.062132849000000046,inf
knn,freq,smart,none,0.98,none,o3,0.691376125,335.610000000001,0.308623875,0.21272742999999994,inf
ranger,freq,smart,none,0.98,none,o3,0.8727002620000001,147.750000000001,0.12729973799999994,0.03140329299999989,inf
C5.0Tree,freq,smart,none,0.98,none,o3,0.849232964,89.2200000000006,0.15076703599999997,0.05487059099999991,inf
JRip,freq,smart,none,0.98,none,o3,0.792168937,158.030000000001,0.20783106299999998,0.11193461799999993,inf
svmLinear2,freq,smart,none,0.98,none,o3,0.834373802,442.06000000000097,0.165626198,0.06972975299999995,inf
J48,freq,smart,none,0.98,'> 0',o3,0.8561569290000001,49.050000000001205,0.14384307099999993,0.04794662599999988,inf
nnet,freq,smart,none,0.98,'> 0',o3,0.8694952509999999,42.7500000000012,0.1305047490000001,0.034608304000000034,inf
lda,freq,smart,none,0.98,'> 0',o3,0.867298734,39.7400000000012,0.13270126599999998,0.03680482099999993,inf
knn,freq,smart,none,0.98,'> 0',o3,0.78102314,44.9400000000012,0.21897686000000005,0.123080415,inf
ranger,freq,smart,none,0.98,'> 0',o3,0.8688182059999999,80.7800000000012,0.13118179400000007,0.03528534900000002,inf
C5.0Tree,freq,smart,none,0.98,'> 0',o3,0.8529468990000001,44.0100000000012,0.1470531009999999,0.051156655999999856,inf
JRip,freq,smart,none,0.98,'> 0',o3,0.783899894,64.75000000000121,0.21610010599999996,0.1202036609999999,inf
svmLinear2,freq,smart,none,0.98,'> 0',o3,0.870674946,79.1900000000012,0.12932505400000005,0.033428609,inf
J48,freq,smart,porter,0.99,none,o3,0.849232166,188.160000000003,0.15076783400000004,0.05487138899999999,inf
nnet,freq,smart,porter,0.99,none,o3,0.8434899490000001,191.820000000003,0.15651005099999993,0.060613605999999876,inf
lda,freq,smart,porter,0.99,none,o3,0.860376595,85.2400000000035,0.13962340500000003,0.04372695999999998,inf
knn,freq,smart,porter,0.99,none,o3,0.730715527,631.880000000004,0.269284473,0.17338802799999997,inf
ranger,freq,smart,porter,0.99,none,o3,0.8971810729999999,209.870000000004,0.10281892700000006,0.006922482000000008,inf
