@RELATION meta-features

@ATTRIBUTE task_id NUMERIC
@ATTRIBUTE AutoCorrelation NUMERIC
@ATTRIBUTE CfsSubsetEval_DecisionStumpAUC NUMERIC
@ATTRIBUTE CfsSubsetEval_DecisionStumpErrRate NUMERIC
@ATTRIBUTE CfsSubsetEval_DecisionStumpKappa NUMERIC
@ATTRIBUTE CfsSubsetEval_NaiveBayesAUC NUMERIC
@ATTRIBUTE CfsSubsetEval_NaiveBayesErrRate NUMERIC
@ATTRIBUTE CfsSubsetEval_NaiveBayesKappa NUMERIC
@ATTRIBUTE CfsSubsetEval_kNN1NAUC NUMERIC
@ATTRIBUTE CfsSubsetEval_kNN1NErrRate NUMERIC
@ATTRIBUTE CfsSubsetEval_kNN1NKappa NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE DecisionStumpAUC NUMERIC
@ATTRIBUTE DecisionStumpErrRate NUMERIC
@ATTRIBUTE DecisionStumpKappa NUMERIC
@ATTRIBUTE Dimensionality NUMERIC
@ATTRIBUTE EquivalentNumberOfAtts NUMERIC
@ATTRIBUTE J48.00001.AUC NUMERIC
@ATTRIBUTE J48.00001.ErrRate NUMERIC
@ATTRIBUTE J48.00001.Kappa NUMERIC
@ATTRIBUTE J48.0001.AUC NUMERIC
@ATTRIBUTE J48.0001.ErrRate NUMERIC
@ATTRIBUTE J48.0001.Kappa NUMERIC
@ATTRIBUTE J48.001.AUC NUMERIC
@ATTRIBUTE J48.001.ErrRate NUMERIC
@ATTRIBUTE J48.001.Kappa NUMERIC
@ATTRIBUTE MajorityClassPercentage NUMERIC
@ATTRIBUTE MajorityClassSize NUMERIC
@ATTRIBUTE MaxAttributeEntropy NUMERIC
@ATTRIBUTE MaxKurtosisOfNumericAtts NUMERIC
@ATTRIBUTE MaxMeansOfNumericAtts NUMERIC
@ATTRIBUTE MaxMutualInformation NUMERIC
@ATTRIBUTE MaxNominalAttDistinctValues NUMERIC
@ATTRIBUTE MaxSkewnessOfNumericAtts NUMERIC
@ATTRIBUTE MaxStdDevOfNumericAtts NUMERIC
@ATTRIBUTE MeanAttributeEntropy NUMERIC
@ATTRIBUTE MeanKurtosisOfNumericAtts NUMERIC
@ATTRIBUTE MeanMeansOfNumericAtts NUMERIC
@ATTRIBUTE MeanMutualInformation NUMERIC
@ATTRIBUTE MeanNoiseToSignalRatio NUMERIC
@ATTRIBUTE MeanNominalAttDistinctValues NUMERIC
@ATTRIBUTE MeanSkewnessOfNumericAtts NUMERIC
@ATTRIBUTE MeanStdDevOfNumericAtts NUMERIC
@ATTRIBUTE MinAttributeEntropy NUMERIC
@ATTRIBUTE MinKurtosisOfNumericAtts NUMERIC
@ATTRIBUTE MinMeansOfNumericAtts NUMERIC
@ATTRIBUTE MinMutualInformation NUMERIC
@ATTRIBUTE MinNominalAttDistinctValues NUMERIC
@ATTRIBUTE MinSkewnessOfNumericAtts NUMERIC
@ATTRIBUTE MinStdDevOfNumericAtts NUMERIC
@ATTRIBUTE MinorityClassPercentage NUMERIC
@ATTRIBUTE MinorityClassSize NUMERIC
@ATTRIBUTE NaiveBayesAUC NUMERIC
@ATTRIBUTE NaiveBayesErrRate NUMERIC
@ATTRIBUTE NaiveBayesKappa NUMERIC
@ATTRIBUTE NumberOfBinaryFeatures NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE NumberOfSymbolicFeatures NUMERIC
@ATTRIBUTE PercentageOfBinaryFeatures NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE PercentageOfNumericFeatures NUMERIC
@ATTRIBUTE PercentageOfSymbolicFeatures NUMERIC
@ATTRIBUTE Quartile1AttributeEntropy NUMERIC
@ATTRIBUTE Quartile1KurtosisOfNumericAtts NUMERIC
@ATTRIBUTE Quartile1MeansOfNumericAtts NUMERIC
@ATTRIBUTE Quartile1MutualInformation NUMERIC
@ATTRIBUTE Quartile1SkewnessOfNumericAtts NUMERIC
@ATTRIBUTE Quartile1StdDevOfNumericAtts NUMERIC
@ATTRIBUTE Quartile2AttributeEntropy NUMERIC
@ATTRIBUTE Quartile2KurtosisOfNumericAtts NUMERIC
@ATTRIBUTE Quartile2MeansOfNumericAtts NUMERIC
@ATTRIBUTE Quartile2MutualInformation NUMERIC
@ATTRIBUTE Quartile2SkewnessOfNumericAtts NUMERIC
@ATTRIBUTE Quartile2StdDevOfNumericAtts NUMERIC
@ATTRIBUTE Quartile3AttributeEntropy NUMERIC
@ATTRIBUTE Quartile3KurtosisOfNumericAtts NUMERIC
@ATTRIBUTE Quartile3MeansOfNumericAtts NUMERIC
@ATTRIBUTE Quartile3MutualInformation NUMERIC
@ATTRIBUTE Quartile3SkewnessOfNumericAtts NUMERIC
@ATTRIBUTE Quartile3StdDevOfNumericAtts NUMERIC
@ATTRIBUTE REPTreeDepth1AUC NUMERIC
@ATTRIBUTE REPTreeDepth1ErrRate NUMERIC
@ATTRIBUTE REPTreeDepth1Kappa NUMERIC
@ATTRIBUTE REPTreeDepth2AUC NUMERIC
@ATTRIBUTE REPTreeDepth2ErrRate NUMERIC
@ATTRIBUTE REPTreeDepth2Kappa NUMERIC
@ATTRIBUTE REPTreeDepth3AUC NUMERIC
@ATTRIBUTE REPTreeDepth3ErrRate NUMERIC
@ATTRIBUTE REPTreeDepth3Kappa NUMERIC
@ATTRIBUTE RandomTreeDepth1AUC NUMERIC
@ATTRIBUTE RandomTreeDepth1ErrRate NUMERIC
@ATTRIBUTE RandomTreeDepth1Kappa NUMERIC
@ATTRIBUTE RandomTreeDepth2AUC NUMERIC
@ATTRIBUTE RandomTreeDepth2ErrRate NUMERIC
@ATTRIBUTE RandomTreeDepth2Kappa NUMERIC
@ATTRIBUTE RandomTreeDepth3AUC NUMERIC
@ATTRIBUTE RandomTreeDepth3ErrRate NUMERIC
@ATTRIBUTE RandomTreeDepth3Kappa NUMERIC
@ATTRIBUTE StdvNominalAttDistinctValues NUMERIC
@ATTRIBUTE kNN1NAUC NUMERIC
@ATTRIBUTE kNN1NErrRate NUMERIC
@ATTRIBUTE kNN1NKappa NUMERIC

@DATA
22.0,0.9954977488744372,0.8614040277777776,0.314,0.6511111111111112,0.8614040277777776,0.314,0.6511111111111112,0.8614040277777776,0.314,0.6511111111111112,3.321928094887362,0.6806197222222223,0.806,0.10444444444444444,0.024,-1.0,0.8609231944444445,0.3195,0.645,0.8609231944444445,0.3195,0.645,0.8609231944444445,0.3195,0.645,10.0,200.0,-1.0,4.370101298879665,508.902571633625,-1.0,10.0,1.794599514537336,124.19249364407266,-1.0,0.7353956813037765,88.63642941472712,-1.0,-1.0,10.0,0.7908300764747563,40.1254529217552,-1.0,-0.9914117205299373,0.07855426092,-1.0,10.0,0.005491522368602323,0.0665520027146517,10.0,200.0,0.9590269444444445,0.2705,0.6994444444444445,0.0,10.0,48.0,2000.0,0.0,0.0,47.0,1.0,0.0,0.0,0.0,97.91666666666666,2.083333333333333,-1.0,-0.4612428052581321,7.537383493435,-1.0,0.37904887836339535,3.7579900876369465,-1.0,0.444046398140002,69.881896744535,-1.0,0.7415928908678675,37.878377911282136,-1.0,1.8699835840120702,126.83265674023002,-1.0,1.2548334728305888,65.21134486568818,0.8958765277777778,0.3295,0.6338888888888888,0.8958765277777778,0.3295,0.6338888888888888,0.8958765277777778,0.3295,0.6338888888888888,0.7797222222222222,0.3965,0.5594444444444445,0.7797222222222222,0.3965,0.5594444444444445,0.7797222222222222,0.3965,0.5594444444444445,0.0,0.8854525,0.2065,0.7705555555555555
23.0,0.9966032608695652,0.6599986009904834,0.4894772572980312,0.2302758889602379,0.6599986009904834,0.4894772572980312,0.2302758889602379,0.6599986009904834,0.4894772572980312,0.2302758889602379,1.5390345832497478,0.5552950487800741,0.572980312287848,0.0,0.006788866259334691,53.274885238451205,0.6520164081542908,0.5044127630685675,0.21816403682727648,0.6520164081542908,0.5044127630685675,0.21816403682727648,0.6520164081542908,0.5044127630685675,0.21816403682727648,42.701968771215206,629.0,1.8667550694041894,1.5296065513316615,32.53835709436525,0.07090633894894,4.0,1.0990139461060884,8.227244755470613,1.2208122969788784,0.2928560302339025,17.89986422267482,0.028888557457444283,41.259372029124556,3.125,0.6777315757939906,5.2928968090790125,0.380671663040156,-0.9438944908638565,3.2613713509843865,0.00258233237972,2.0,0.25644920548189276,2.3585488626874125,22.606924643584524,333.0,0.6798006519603141,0.506449422946368,0.2336054769068532,3.0,3.0,10.0,1473.0,0.0,0.0,2.0,8.0,30.0,0.0,0.0,20.0,80.0,0.6082239803272842,-0.9438944908638565,3.2613713509843865,0.00982050143438,0.25644920548189276,2.3585488626874125,1.4479885111323352,0.2928560302339025,17.899864222674818,0.03047421456026,0.6777315757939906,5.2928968090790125,1.757839343635201,1.5296065513316615,32.53835709436525,0.04013859922938,1.0990139461060884,8.227244755470613,0.6719876165083715,0.4881194840461643,0.24500740673149984,0.6719876165083715,0.4881194840461643,0.24500740673149984,0.6719876165083715,0.4881194840461643,0.24500740673149984,0.6012886776675508,0.5207060420909708,0.19342354382447932,0.6012886776675508,0.5207060420909708,0.19342354382447932,0.6012886776675508,0.5207060420909708,0.19342354382447932,0.9910312089651149,0.5810647503679196,0.551255940257977,0.14890873693558304
24.0,0.726332635725717,0.9910519616800724,0.013047759724273756,0.9738461616958994,0.9910519616800724,0.013047759724273756,0.9738461616958994,0.9910519616800724,0.013047759724273756,0.9738461616958994,0.9990678968724604,0.8894935275772204,0.11324470704086657,0.77457574608175,0.002831117676021664,5.0393135801657,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,51.7971442639094,4208.0,3.030432883772633,-1.0,-1.0,0.906074977384,12.0,-1.0,-1.0,1.4092554739602103,-1.0,-1.0,0.19825475850613955,6.108305922031972,5.130434782608695,-1.0,-1.0,-0.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,48.20285573609059,3916.0,0.9976229672941662,0.04899064500246184,0.9015972799616292,5.0,2.0,23.0,8124.0,2480.0,2480.0,0.0,23.0,21.73913043478261,30.526834071885773,1.3272536552993814,0.0,100.0,0.8286618104993447,-1.0,-1.0,0.034184520425602494,-1.0,-1.0,1.467128011861462,-1.0,-1.0,0.174606545183155,-1.0,-1.0,2.0533554351937426,-1.0,-1.0,0.27510225484918505,-1.0,-1.0,0.9999987256143267,0.00036927621861152144,0.9992605118549308,0.9999987256143267,0.00036927621861152144,0.9992605118549308,0.9999987256143267,0.00036927621861152144,0.9992605118549308,0.9995247148288974,0.0004923682914820286,0.9990140245420991,0.9995247148288974,0.0004923682914820286,0.9990140245420991,0.9995247148288974,0.0004923682914820286,0.9990140245420991,3.1809710899501766,1.0,0.0,1.0
28.0,0.09254315714539954,0.9437785420246294,0.11583629893238434,0.8712880928662626,0.9437785420246294,0.11583629893238434,0.8712880928662626,0.9437785420246294,0.11583629893238434,0.8712880928662626,3.3218327248667654,0.685478631752301,0.801779359430605,0.10895524656780008,0.011565836298932384,-1.0,0.9421672139708684,0.1202846975088968,0.8663455402192581,0.9421672139708684,0.1202846975088968,0.8663455402192581,0.9421672139708684,0.1202846975088968,0.8663455402192581,10.177935943060499,572.0,-1.0,2807.4985758153466,11.989679715302495,-1.0,10.0,52.99527777138423,6.518238490323084,-1.0,168.55386930105925,4.911243327402135,-1.0,-1.0,10.0,5.451185659375441,3.6862924649286315,-1.0,-1.646519852942154,0.0,-1.0,10.0,-1.3029924517157276,0.0,9.857651245551601,554.0,0.9840879237555247,0.0905693950177936,0.8993684540095387,0.0,10.0,65.0,5620.0,0.0,0.0,64.0,1.0,0.0,0.0,0.0,98.46153846153847,1.5384615384615385,-1.0,-1.3729913768757025,0.26103202846975304,-1.0,-0.32992700595175056,0.9671170904003787,-1.0,0.07721647432773548,4.565569395017791,-1.0,0.5599451157139905,4.3017468979243105,-1.0,20.296405116214235,9.04915480427047,-1.0,4.0666119739712565,5.86637152935096,0.956425400938372,0.14323843416370108,0.8408389053730106,0.956425400938372,0.14323843416370108,0.8408389053730106,0.956425400938372,0.14323843416370108,0.8408389053730106,0.910334820783592,0.1613879003558719,0.8206798583827717,0.910334820783592,0.1613879003558719,0.8206798583827717,0.910334820783592,0.1613879003558719,0.8206798583827717,0.0,0.990615669145613,0.016903914590747332,0.9812174550809054
29.0,0.9782293178519593,0.8776120291543702,0.14347826086956522,0.7101750574897961,0.8776120291543702,0.14347826086956522,0.7101750574897961,0.8776120291543702,0.14347826086956522,0.7101750574897961,0.9912308989033523,0.8590375996121823,0.14492753623188406,0.7116180318139644,0.02318840579710145,10.987754965826467,0.8928568391151631,0.1608695652173913,0.6739935471238732,0.8928568391151631,0.1608695652173913,0.6739935471238732,0.8928568391151631,0.1608695652173913,0.6739935471238732,55.507246376811594,383.0,3.4964402118046265,214.66997242752777,1017.3855072463792,0.42570942667283,14.0,13.140655014445356,5210.102598302697,1.2537639123535842,49.931703911167034,207.0584299702253,0.09021232289819223,12.897922945277674,4.2,4.423867143578692,901.5091409447066,0.5010395545266964,1.1192361294529984,2.22340579710145,0.0006029571694,2.0,1.1458915555559273,3.3465133592781324,44.492753623188406,307.0,0.8940115780808026,0.21594202898550724,0.5492647768025463,5.0,2.0,16.0,690.0,37.0,67.0,6.0,10.0,31.25,5.36231884057971,0.6068840579710145,37.5,62.5,0.8162006158245964,1.9853254475312268,2.355851449275366,0.005378837210200001,1.403082732387671,4.48383336548978,0.9847953334568664,15.348780875597205,18.163447864563295,0.02960326183246,2.8076616546800306,8.468012873399704,1.39388043097786,91.78956656083423,392.35745509815314,0.13272286566341002,7.149553646695756,1432.8807257446028,0.8857766135685188,0.14492753623188406,0.7105146127188972,0.8857766135685188,0.14492753623188406,0.7105146127188972,0.8857766135685188,0.14492753623188406,0.7105146127188972,0.7672209006951606,0.2492753623188406,0.49105006303980503,0.7672209006951606,0.2492753623188406,0.49105006303980503,0.7672209006951606,0.2492753623188406,0.49105006303980503,4.049691346263318,0.8184187921517933,0.1782608695652174,0.6382815496739548
31.0,0.5695695695695696,0.7208285714285714,0.273,0.3056968463886062,0.7208285714285714,0.273,0.3056968463886062,0.7208285714285714,0.273,0.3056968463886062,0.8812908992306927,0.6647619047619048,0.3,0.0,0.021,43.593036016305035,0.6617476190476189,0.279,0.24431202600216673,0.6617476190476189,0.279,0.24431202600216673,0.6617476190476189,0.279,0.24431202600216673,70.0,700.0,2.6666777598518516,4.292590308048501,3271.257999999999,0.09473884155264,10.0,1.9496276798326246,2822.7368759604396,1.433893225502841,0.9242775257981102,476.58385714285697,0.02021632305905615,69.92749860170595,4.0,0.9203791257169068,407.04761882821174,0.2283640258405646,-1.3814485027493755,1.1549999999999998,0.00096366001491,2.0,-0.5313481143125632,0.3620857717531919,30.0,300.0,0.786047619047619,0.248,0.3724696356275304,3.0,2.0,21.0,1000.0,0.0,0.0,7.0,14.0,14.285714285714285,0.0,0.0,33.33333333333333,66.66666666666666,0.9089779148834296,-1.2104731179379757,1.407,0.005310005973835,-0.2725698140337198,0.5776544682460991,1.5321036281187235,0.9197813600546327,2.9730000000000003,0.01275318647802,1.09418417155554,1.1187146743126737,1.8749120301493503,1.6492736936699308,35.54600000000001,0.02650410754481,1.909444721297511,12.058814452756392,0.7002928571428572,0.269,0.22254335260115596,0.7002928571428572,0.269,0.22254335260115596,0.7002928571428572,0.269,0.22254335260115596,0.6580238095238096,0.298,0.2781007751937982,0.6580238095238096,0.298,0.2781007751937982,0.6580238095238096,0.298,0.2781007751937982,2.0380986614602725,0.649047619047619,0.286,0.30447470817120614
32.0,0.10290237467018469,?,?,?,?,?,?,?,?,?,3.320771738890595,?,?,?,0.0015465793304221252,-1.0,?,?,?,?,?,?,?,?,?,10.407569141193596,1144.0,-1.0,3.0507472845475934,85.12026928675397,-1.0,10.0,0.9482646831122141,41.760399833120424,-1.0,-0.501042935533417,50.711045533115005,-1.0,-1.0,10.0,-0.03919608212030848,29.77423823733485,-1.0,-1.6857931744696484,28.845342066957787,-1.0,10.0,-1.4911828752029315,16.21857067549395,9.597889374090247,1055.0,?,?,?,0.0,10.0,17.0,10992.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,94.11764705882352,5.88235294117647,-1.0,-1.1972600845920125,35.90636371906841,-1.0,-0.4250896848780795,26.506410017106628,-1.0,-0.7839021550500958,48.52893013100446,-1.0,0.08645947162697144,30.241492389979598,-1.0,-0.260617128652207,59.604416848617134,-1.0,0.44735729477907227,34.227219367990614,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0,?,?,?
36.0,0.14811606756171503,0.9818610345883074,0.04199134199134199,0.951010101010101,0.9818610345883074,0.04199134199134199,0.951010101010101,0.9818610345883074,0.04199134199134199,0.951010101010101,2.8073549220576046,0.7749482924482924,0.7155844155844155,0.16515151515151513,0.008658008658008658,-1.0,0.9766948707857798,0.047186147186147186,0.9449494949494949,0.9766948707857798,0.047186147186147186,0.9449494949494949,0.9766948707857798,0.047186147186147186,0.9449494949494949,14.285714285714285,330.0,-1.0,339.2210942729759,124.9138528138528,-1.0,7.0,16.900935254869903,72.95653249057915,-1.0,38.51719076973927,24.633144132657648,-1.0,-1.0,7.0,3.3209588546592426,25.314714480981483,-1.0,-1.215870969891144,-12.69086035930736,-1.0,7.0,-0.8853608418421668,0.0,14.285714285714285,330.0,0.9707547334820061,0.1974025974025974,0.7696969696969697,0.0,7.0,20.0,2310.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,95.0,5.0,-1.0,0.09497152241672613,0.0143338,-1.0,0.6910972018286047,1.5453355472372121,-1.0,0.6887408923151641,8.24369225068576,-1.0,1.3027814412574135,19.571818883228,-1.0,34.34011897757074,37.05159498454545,-1.0,5.366954506409352,43.527458022681365,0.978708732345096,0.06926406926406926,0.9191919191919191,0.978708732345096,0.06926406926406926,0.9191919191919191,0.978708732345096,0.06926406926406926,0.9191919191919191,0.9676767676767676,0.05541125541125541,0.9353535353535352,0.9676767676767676,0.05541125541125541,0.9353535353535352,0.9676767676767676,0.05541125541125541,0.9353535353535352,0.0,0.9725899689536053,0.048484848484848485,0.9434343434343433
37.0,0.5501955671447197,0.7186641791044776,0.26953125,0.38164732240097077,0.7186641791044776,0.26953125,0.38164732240097077,0.7186641791044776,0.26953125,0.38164732240097077,0.9331343166407831,0.7111194029850746,0.2721354166666667,0.39105890922334524,0.01171875,-1.0,0.7074365671641791,0.2760416666666667,0.38177399756986635,0.7074365671641791,0.2760416666666667,0.38177399756986635,0.7074365671641791,0.2760416666666667,0.38177399756986635,65.10416666666666,500.0,-1.0,7.214259554348853,120.89453125,-1.0,2.0,2.272250858431569,115.24400235133837,-1.0,2.775362395442404,44.98579117838542,-1.0,-1.0,2.0,0.5292461289375233,25.7337429754516,-1.0,-0.5200718661530077,0.4718763020833333,-1.0,2.0,-1.8436079833551307,0.3313285950127748,34.89583333333333,268.0,0.8082686567164178,0.24088541666666666,0.45812356979405044,1.0,2.0,9.0,768.0,0.0,0.0,8.0,1.0,11.11111111111111,0.0,0.0,88.88888888888889,11.11111111111111,-1.0,0.2796097882539714,8.017903645833334,-1.0,-0.29439306721970576,4.4982236271180085,-1.0,1.9668008946784574,32.61673177083334,-1.0,0.5377137404718786,13.856224554203179,-1.0,5.491254286007905,77.1259765625,-1.0,1.722332475016523,28.81841543901336,0.7629141791044775,0.2825520833333333,0.3517752123720321,0.7629141791044775,0.2825520833333333,0.3517752123720321,0.7629141791044775,0.2825520833333333,0.3517752123720321,0.6644477611940298,0.3072916666666667,0.32719605630456744,0.6644477611940298,0.3072916666666667,0.32719605630456744,0.6644477611940298,0.3072916666666667,0.32719605630456744,0.0,0.6434029850746269,0.3098958333333333,0.2960315504067045
41.0,0.9457478005865103,0.9620422408823379,0.13323572474377746,0.8534752853145238,0.9620422408823379,0.13323572474377746,0.8534752853145238,0.9620422408823379,0.13323572474377746,0.8534752853145238,3.83550798457672,0.8099631489104341,0.7203513909224012,0.19424522533539545,0.0527086383601757,7.508591767241043,0.9739047068470593,0.12152269399707175,0.8663370421980624,0.9739047068470593,0.12152269399707175,0.8663370421980624,0.9739047068470593,0.12152269399707175,0.8663370421980624,13.469985358711567,92.0,2.6849389644492594,-1.0,-1.0,1.28692474762189,19.0,-1.0,-1.0,0.9655890619117928,-1.0,-1.0,0.5108158897798274,0.8902878340922058,3.2777777777777777,-1.0,-1.0,0.07262476248540556,-1.0,-1.0,0.0468182939867,2.0,-1.0,-1.0,1.171303074670571,8.0,0.9921587580230303,0.08931185944363104,0.9019654903843212,16.0,19.0,36.0,683.0,121.0,2337.0,0.0,36.0,44.44444444444444,17.71595900439239,9.504636408003904,0.0,100.0,0.4629328593168401,-1.0,-1.0,0.26369905545327,-1.0,-1.0,0.9158362664344971,-1.0,-1.0,0.45996721558355,-1.0,-1.0,1.408326420019514,-1.0,-1.0,0.71879499353135,-1.0,-1.0,0.9436075624852911,0.26500732064421667,0.7052208643815201,0.9436075624852911,0.26500732064421667,0.7052208643815201,0.9436075624852911,0.26500732064421667,0.7052208643815201,0.9035959879652148,0.18594436310395315,0.7960191985250715,0.9035959879652148,0.18594436310395315,0.7960191985250715,0.9035959879652148,0.18594436310395315,0.7960191985250715,2.884551077834282,0.9616161058225481,0.1171303074670571,0.871344781387376
43.0,0.9997826086956522,0.9397314627894664,0.08563355792219082,0.8208876445659258,0.9397314627894664,0.08563355792219082,0.8208876445659258,0.9397314627894664,0.08563355792219082,0.8208876445659258,0.9673602371807668,0.7941574124705914,0.20930232558139536,0.549772420190581,0.012605955227124538,-1.0,0.924541669007748,0.08411214953271028,0.82347465212921,0.924541669007748,0.08411214953271028,0.82347465212921,0.924541669007748,0.08411214953271028,0.82347465212921,60.59552271245382,2788.0,-1.0,1480.6420502862907,283.28928493805716,-1.0,2.0,31.062064279039635,606.3478507248471,-1.0,241.1700186517731,6.150770191072139,-1.0,-1.0,2.0,11.186639096029253,15.193997694546747,-1.0,5.257394367988116,0.005444468593783957,-1.0,2.0,1.5916742687064245,0.07627427063724908,39.404477287546186,1813.0,0.93523126498161,0.20234731580091284,0.605321391923295,1.0,2.0,58.0,4601.0,0.0,0.0,57.0,1.0,1.7241379310344827,0.0,0.0,98.27586206896551,1.7241379310344827,-1.0,50.655931063002996,0.06479352314714121,-1.0,5.8507230150661425,0.31695822185668954,-1.0,127.37652934849572,0.10285155400999912,-1.0,9.724847529978312,0.4440553289821315,-1.0,299.0723734257733,0.24413062377743908,-1.0,13.646188094980591,0.8437450862048406,0.9386679853220129,0.10345577048467725,0.7807805902062573,0.9386679853220129,0.10345577048467725,0.7807805902062573,0.9386679853220129,0.10345577048467725,0.7807805902062573,0.8911774993451567,0.10410780265159748,0.781973609246172,0.8911774993451567,0.10410780265159748,0.781973609246172,0.8911774993451567,0.10410780265159748,0.781973609246172,0.0,0.8937334657000572,0.10736796348619865,0.775167746729542
45.0,0.9993728441517717,0.9645392222677037,0.06363636363636363,0.8978122508210037,0.9645392222677037,0.06363636363636363,0.8978122508210037,0.9645392222677037,0.06363636363636363,0.8978122508210037,1.4801700696136337,0.7717484305673256,0.3761755485893417,0.4122311203046818,0.019122257053291535,26.313211437704414,0.9590500108986266,0.06551724137931035,0.8944375252739722,0.9590500108986266,0.06551724137931035,0.8944375252739722,0.9590500108986266,0.06551724137931035,0.8944375252739722,51.88087774294671,1655.0,2.0085632801967233,-1.0,-1.0,0.38964063813375,6.0,-1.0,-1.0,1.9780144516767606,-1.0,-1.0,0.056251973390548826,34.16346774083301,4.754098360655737,-1.0,-1.0,1.6679869019048021,-1.0,-1.0,0.00239174071595,3.0,-1.0,-1.0,24.043887147335425,767.0,0.9928619979725506,0.047021943573667714,0.9235168869438932,0.0,3.0,61.0,3190.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,100.0,1.986921112054029,-1.0,-1.0,0.008114095339065,-1.0,-1.0,1.9958149659372768,-1.0,-1.0,0.012445557396825,-1.0,-1.0,1.9985747676028534,-1.0,-1.0,0.06388006173431,-1.0,-1.0,0.9624981083963462,0.09435736677115987,0.8488820745392759,0.9624981083963462,0.09435736677115987,0.8488820745392759,0.9624981083963462,0.09435736677115987,0.8488820745392759,0.7723490181560075,0.31191222570532917,0.5030951953788269,0.7723490181560075,0.31191222570532917,0.5030951953788269,0.7723490181560075,0.31191222570532917,0.5030951953788269,0.537144850262882,0.8617257940278134,0.2689655172413793,0.5976262917909895
49.0,0.9989550679205852,0.7435139920705185,0.23903966597077245,0.41922178864715764,0.7435139920705185,0.23903966597077245,0.41922178864715764,0.7435139920705185,0.23903966597077245,0.41922178864715764,0.9309539862507961,0.6678422957003733,0.30062630480167013,0.33996784812064595,0.010438413361169102,49.45045096797422,0.8493254166827052,0.18580375782881003,0.5771950530105427,0.8493254166827052,0.18580375782881003,0.5771950530105427,0.8493254166827052,0.18580375782881003,0.5771950530105427,65.34446764091858,626.0,1.5647795093873218,-1.0,-1.0,0.08718670223057,3.0,-1.0,-1.0,1.5380365413865855,-1.0,-1.0,0.018825995881285557,80.69748634203775,2.9,-1.0,-1.0,1.4706284549040332,-1.0,-1.0,0.00700514266598,2.0,-1.0,-1.0,34.65553235908142,332.0,0.7461459255552562,0.2870563674321503,0.314300141070155,1.0,2.0,10.0,958.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,100.0,1.5281455950064875,-1.0,-1.0,0.00700514266598,-1.0,-1.0,1.5281455950064875,-1.0,-1.0,0.01355667250927,-1.0,-1.0,1.5647795093873218,-1.0,-1.0,0.01355667250927,-1.0,-1.0,0.8254263058624274,0.2035490605427975,0.5296140926922863,0.8254263058624274,0.2035490605427975,0.5296140926922863,0.8254263058624274,0.2035490605427975,0.5296140926922863,0.7703626005619924,0.22964509394572025,0.49792748582590873,0.7703626005619924,0.22964509394572025,0.49792748582590873,0.7703626005619924,0.22964509394572025,0.49792748582590873,0.31622776601683794,0.9962734323876977,0.028183716075156576,0.9367427892257802
